round,index,qtime_ms,wall_ms,numFound,error
4,58,61,83,42113,
4,59,52,69,20892,
4,60,81,98,77942,
4,61,67,85,25920,
4,62,83,101,25646,
4,63,95,116,86430,
4,64,61,80,42117,
4,65,65,86,63246,
4,66,83,100,28877,
4,67,59,80,41687,
4,68,74,92,51790,
4,69,112,133,57937,
4,70,57,75,21048,
4,71,52,69,42235,
4,72,99,119,28904,
4,73,80,98,26236,
4,74,95,111,28775,
4,75,70,89,26070,
4,76,101,122,57662,
4,77,113,135,57833,
4,78,58,78,63249,
4,79,72,88,51929,
4,80,74,95,51960,
4,81,56,75,42062,
4,82,102,120,57850,
4,83,111,131,86182,
4,84,101,118,57534,
4,85,72,92,63283,
4,86,113,130,57428,
4,87,111,128,86308,
4,88,107,124,86819,
4,89,92,109,77555,
4,90,45,62,21058,
4,91,118,138,57473,
4,92,73,95,51869,
4,93,119,137,86737,
4,94,77,98,51931,
4,95,102,125,86769,
4,96,67,89,41940,
4,97,95,115,57603,
4,98,66,88,42078,
4,99,64,87,57778,
5,0,213,256,25992,
5,1,229,265,86355,
5,2,193,256,42289,
5,3,241,277,86306,
5,4,85,103,52076,
5,5,55,74,63660,
5,6,84,102,51886,
5,7,101,122,57367,
5,8,95,114,57372,
5,9,111,134,86919,
5,10,111,131,86307,
5,11,69,94,25886,
5,12,100,118,85936,
5,13,64,83,63377,
5,14,64,81,42090,
5,15,85,104,77387,
5,16,58,75,63159,
5,17,103,121,86795,
5,18,56,72,42094,
5,19,86,102,77456,
5,20,49,66,21286,
5,21,82,99,77377,
5,22,109,126,57703,
5,23,78,99,42266,
5,24,122,139,28846,
5,25,145,168,57568,
5,26,59,77,20989,
5,27,122,144,57666,
5,28,67,87,21285,
5,29,54,71,63093,
5,30,71,91,77338,
5,31,56,77,21164,
5,32,77,99,51575,
5,33,70,96,25971,
5,34,48,75,21420,
5,35,78,99,77791,
5,36,76,95,51719,
5,37,67,84,26003,
5,38,60,78,63267,
5,39,58,75,62899,
5,40,78,95,51186,
5,41,96,113,28697,
5,42,79,97,51522,
5,43,108,127,86923,
5,44,108,137,86743,
5,45,105,121,29086,
5,46,98,119,28788,
5,47,74,91,51707,
5,48,103,120,57540,
5,49,95,116,28877,
5,50,65,82,42002,
5,51,74,92,62946,
5,52,91,110,28708,
5,53,75,92,26109,
5,54,65,84,41798,
5,55,64,81,42044,
5,56,45,63,42223,
5,57,100,121,77856,
5,58,109,128,58003,
5,59,56,81,63429,
5,60,72,91,25919,
5,61,83,103,25945,
5,62,95,116,28721,
5,63,101,119,57965,
5,64,94,113,57581,
5,65,56,75,63212,
5,66,94,130,77644,
5,67,92,117,52087,
5,68,81,97,51860,
5,69,69,85,63487,
5,70,88,105,77927,
5,71,73,94,26186,
5,72,87,104,77335,
5,73,97,118,28558,
5,74,63,80,41977,
5,75,48,69,63433,
5,76,105,124,57878,
5,77,105,127,86120,
5,78,76,92,25794,
5,79,59,75,63202,
5,80,57,78,63204,
5,81,80,101,77562,
5,82,111,132,57718,
5,83,90,106,51556,
5,84,82,98,57501,
5,85,54,75,63272,
5,86,98,119,86704,
5,87,94,112,77253,
5,88,101,119,58124,
5,89,106,124,86418,
5,90,54,77,21251,
5,91,98,118,58032,
5,92,64,82,42064,
5,93,84,101,77310,
5,94,66,85,62863,
5,95,69,91,25870,
5,96,105,123,86438,
5,97,68,89,62977,
5,98,90,123,57130,
5,99,75,99,28677,
6,0,197,234,20960,
6,1,230,268,77897,
6,2,234,270,86614,
6,3,222,258,51669,
6,4,55,76,63220,
6,5,108,136,57326,
6,6,75,96,25912,
6,7,93,118,77578,
6,8,57,77,63145,
6,9,43,63,21156,
6,10,58,77,20866,
6,11,93,113,28816,
6,12,93,115,57533,
6,13,67,86,63551,
6,14,48,65,63209,
6,15,56,79,42431,
6,16,60,80,63521,
6,17,48,68,42209,
6,18,75,100,28707,
6,19,112,131,86804,
6,20,116,139,86568,
6,21,101,125,78076,
6,22,80,102,78026,
6,23,95,119,57761,
6,24,46,74,21051,
6,25,57,74,20824,
6,26,53,70,62853,
6,27,86,108,28668,
6,28,86,104,77794,
6,29,80,97,25954,
6,30,67,91,25914,
6,31,92,110,77535,
6,32,100,117,28749,
6,33,52,75,62999,
6,34,104,123,86479,
6,35,94,112,28983,
6,36,92,109,57771,
6,37,68,94,63129,
6,38,99,118,57980,
6,39,63,81,63037,
6,40,109,127,86270,
6,41,105,126,28842,
6,42,108,128,86521,
6,43,78,95,26070,
6,44,92,110,28973,
6,45,73,93,51982,
6,46,60,80,42235,
6,47,115,133,86914,
6,48,68,86,63167,
6,49,52,68,21244,
6,50,53,71,21323,
6,51,76,95,25859,
6,52,98,116,57104,
6,53,61,81,42197,
6,54,76,95,51663,
6,55,41,63,21207,
6,56,66,85,42287,
6,57,110,132,29131,
6,58,90,113,28651,
6,59,73,92,51754,
6,60,71,92,25696,
6,61,91,110,28655,
6,62,43,67,21077,
6,63,70,89,63501,
