index,qtime_ms,wall_ms,numFound,error
126,1971,2083,78177,
127,2609,2723,57523,
128,1457,1641,42247,
129,2606,2719,57537,
130,2585,2764,28914,
131,1372,1515,62856,
132,2022,2134,78050,
133,1392,1596,20822,
134,2024,2136,77238,
135,1397,1509,63100,
136,1406,1518,62881,
137,1393,1506,42338,
138,2688,2851,86738,
139,2680,2791,86724,
140,1468,1580,42062,
141,1538,1657,21035,
142,2702,2814,57778,
143,2643,2754,57647,
144,2567,2678,28704,
145,1416,1526,63205,
146,1377,1568,42003,
147,2526,2635,28611,
148,1388,1498,42190,
149,1983,2097,52108,
150,2567,2678,86480,
151,1405,1528,21324,
152,1431,1541,63562,
153,2659,2861,86440,
154,2033,2149,51737,
155,2600,2712,29022,
156,2093,2210,26109,
157,2544,2655,57767,
158,1395,1520,42278,
159,1407,1518,41846,
160,2519,2630,28630,
161,1384,1494,41932,
162,2000,2113,51593,
163,2561,2675,28626,
164,2614,2725,28928,
165,1408,1518,41765,
166,1453,1563,41998,
167,2636,2747,86366,
168,1442,1608,63010,
169,2591,2705,86262,
170,2582,2764,28933,
171,2640,2751,86491,
172,2069,2180,51532,
173,2081,2193,51732,
174,1449,1560,62940,
175,1468,1717,42310,
176,1413,1565,63155,
177,1419,1531,63101,
178,1434,1639,20911,
179,2033,2158,25898,
180,2608,2764,85891,
181,2124,2236,77263,
182,2021,2243,77546,
183,2985,3124,57756,
184,2659,2880,86443,
185,1504,1665,63096,
186,2745,2861,86477,
187,2623,2735,28779,
188,2590,2700,28801,
189,2008,2118,26076,
190,1435,1553,42113,
191,2547,2721,86372,
192,2006,2116,77563,
193,2161,2367,25967,
194,1543,1657,41976,
195,2115,2230,77996,
196,2102,2214,51862,
197,2608,2775,28685,
198,1418,1531,42052,
199,2585,2695,86307,
200,1413,1523,41991,
201,1358,1547,42357,
202,2525,2634,28556,
203,1364,1536,21010,
204,2469,2582,57658,
205,1326,1436,20964,
206,1336,1451,21105,
207,1321,1440,42500,
208,2533,2742,29021,
209,1422,1534,21325,
210,2042,2152,51620,
211,1441,1551,21081,
212,2530,2641,86544,
213,2553,2667,57857,
214,2488,2599,57401,
215,1337,1450,63339,
216,2421,2606,57919,
217,1945,2116,51980,
218,1888,2000,77876,
219,2487,2662,86811,
220,1346,1459,42118,
221,2529,2642,28924,
222,1987,2251,51963,
223,2048,2170,78117,
224,2571,2784,57720,
225,2494,2663,28696,
226,1378,1488,63427,
227,1390,1500,63842,
228,1975,2150,51773,
229,2150,2263,51766,
230,2664,2776,57690,
231,2547,2679,86525,
232,1981,2319,51556,
233,2530,2641,57344,
234,1389,1500,21198,
235,2054,2165,77745,
236,2021,2135,25780,
237,1343,1453,21032,
238,1974,2086,51547,
239,1394,1577,42251,
240,2550,2672,57645,
241,2019,2251,52242,
242,1974,2086,51827,
243,1413,1522,62773,
244,1378,1508,42544,
245,1384,1497,21074,
246,1374,1578,63395,
247,1382,1493,63143,
248,2507,2618,28732,
249,1415,1529,20939,
250,1393,1506,42318,
251,2086,2196,25783,
252,1464,1576,63178,
253,2710,2825,28791,
254,2126,2240,25827,
255,2698,2807,86610,
256,2593,2766,57794,
257,1998,2110,77743,
258,2499,2669,57632,
259,2685,2876,57811,
260,1405,1517,20993,
261,1970,2162,77367,
262,2022,2135,26008,
263,1934,2045,25927,
264,2606,2732,58024,
265,1448,1566,42020,
266,2000,2127,25961,
267,1985,2106,25659,
268,1876,2013,25936,
269,2525,2636,87399,
270,1960,2086,51959,
271,2467,2577,86156,
272,1942,2051,51965,
273,1348,1469,41795,
274,2149,2260,77708,
275,2026,2243,25926,
276,1957,2067,51687,
277,1963,2073,25921,
278,2640,2775,28724,
279,2613,2741,28633,
280,1366,1496,63458,
281,1364,1478,63265,
282,1407,1520,20944,
283,2567,2679,86582,
284,2561,2671,57349,
285,2025,2135,26039,
286,2118,2229,25881,
287,1467,1576,21226,
288,1440,1565,21136,
289,2637,2752,28693,
290,2076,2302,77572,
291,2030,2146,77968,
292,1410,1522,63334,
293,2106,2216,77450,
294,1501,1610,21076,
295,2581,2786,86937,
296,2040,2151,25697,
297,1418,1527,63140,
298,1423,1565,42066,
299,2067,2178,51843,
300,2560,2669,57673,
301,2054,2166,77797,
302,1979,2147,51654,
303,1369,1478,42236,
304,1987,2096,25916,
305,2525,2744,28694,
306,1368,1586,21110,
307,2068,2178,78053,
308,2123,2355,78209,
309,1398,1510,42197,
310,2001,2111,77641,
311,2000,2139,77630,
312,1409,1519,63292,
313,2018,2132,25693,
314,2030,2147,26227,
315,1375,1487,21147,
316,1998,2108,25965,
317,2515,2625,57203,
318,1405,1514,20941,
319,2131,2241,52001,
320,1418,1531,42434,
321,2615,2790,86108,
322,2577,2687,57346,
323,1382,1494,21051,
324,1984,2098,51722,
325,1377,1486,63455,
326,2593,2704,57537,
327,2494,2607,28987,
328,1341,1543,63489,
329,1910,2094,51451,
330,2465,2660,29030,
331,1335,1445,63008,
332,2473,2586,29121,
333,2492,2602,57439,
334,1921,2034,78073,
335,1920,2033,78068,
336,2592,2702,29017,
337,1472,1585,21134,
338,1396,1525,21036,
339,2558,2672,86209,
340,1387,1505,21207,
341,1403,1517,42287,
342,2566,2677,28762,
343,2034,2145,77780,
344,2602,2712,86391,
345,2576,2685,85973,
346,2056,2167,26062,
347,1445,1560,63594,
348,1968,2296,25774,
349,1971,2296,77920,
350,2651,2763,57159,
351,2681,2791,28735,
352,1495,1620,20933,
353,1440,1564,20910,
354,1398,1759,41981,
355,1397,1730,63425,
356,1428,1540,63233,
357,2676,2791,57416,
358,1399,1510,62865,
359,2012,2128,77770,
360,1392,1504,63385,
361,2577,2687,29097,
362,2037,2150,77704,
363,2548,2661,29008,
364,1996,2106,51956,
365,2258,2378,51634,
366,2263,2400,77700,
367,2133,2329,77738,
368,2141,2310,25951,
369,1478,1592,41936,
370,1476,1662,42362,
371,1453,1566,63239,
372,2942,3072,28707,
373,2090,2200,52170,
374,1429,1540,63258,
375,2059,2218,25789,
376,2618,2734,85840,
377,2064,2173,25787,
378,2073,2185,25860,
379,1473,1585,21019,
380,1431,1541,63351,
381,2639,2754,86213,
382,1469,1580,63184,
383,2613,2766,57668,
384,2046,2163,78106,
385,2518,2629,57791,
386,1410,1520,62924,
387,2569,2679,58151,
388,1387,1495,42355,
389,2564,2675,57699,
390,1486,1596,63528,
391,1381,1503,42128,
392,1974,2394,25859,
393,1411,1619,42119,
394,1428,1539,42126,
395,2044,2162,77644,
396,1434,1571,63336,
397,1407,1516,42182,
398,2632,2761,57531,
399,1412,1528,63110,
400,2076,2186,52044,
401,2176,2286,77645,
402,1421,1542,21095,
403,2574,2683,86304,
404,2003,2113,51560,
405,2632,2741,86530,
406,2064,2179,51712,
407,2664,2937,28986,
408,2117,2227,77779,
409,2600,2710,57630,
410,1423,1534,62796,
411,2654,2765,86638,
412,2730,2842,57699,
413,1455,1578,42167,
414,2639,2787,57562,
415,1418,1529,63429,
416,2035,2145,51579,
417,2606,2765,28628,
418,1401,1515,63035,
419,1482,1592,21082,
420,1427,1543,42162,
421,2126,2235,25756,
422,2132,2244,77488,
423,1458,1600,21062,
424,2604,2714,87141,
425,2534,2764,86410,
426,1392,1503,62991,
427,1437,1637,42133,
428,1969,2077,77436,
429,1407,1517,62896,
430,1325,1477,21133,
431,1894,2066,77480,
432,2474,2583,29006,
433,2472,2583,86495,
434,2027,2140,77397,
435,2097,2208,77673,
436,1456,1585,21155,
437,2573,2682,86690,
438,2009,2119,25912,
439,1330,1442,63240,
440,1935,2046,51693,
441,1496,1621,20792,
442,1908,2018,51469,
443,2407,2622,86596,
444,2445,2555,86629,
445,1354,1465,21301,
446,1890,2017,25945,
447,2503,2648,28851,
448,1940,2116,77671,
449,1929,2039,77878,
450,2591,2701,57470,
451,2555,2664,57852,
452,2472,2621,28584,
453,1348,1545,41999,
454,2175,2285,78005,
455,2557,2764,86453,
456,2543,2658,57486,
457,1399,1511,63214,
458,1446,1559,42212,
459,1571,1710,62782,
460,1383,1518,21102,
461,2556,2666,57487,
462,2495,2608,28640,
463,2646,2760,57552,
464,1477,1709,42175,
465,1384,1494,42146,
466,1398,1510,21067,
467,1357,1467,42089,
468,1948,2175,51693,
469,1376,1485,63377,
470,1373,1483,42289,
471,1355,1470,42165,
472,1977,2089,51621,
473,1396,1506,63296,
474,1362,1546,42193,
475,2016,2130,51879,
476,2564,2674,85813,
477,2010,2120,51640,
478,1411,1521,63012,
479,1443,1553,41999,
480,1445,1641,62926,
481,2690,2799,28856,
482,2696,2811,86316,
483,1467,1580,42319,
484,1430,1539,42098,
485,2636,2747,28985,
486,1433,1542,41547,
487,2060,2177,51818,
488,1404,1513,21091,
489,1406,1521,21189,
490,1976,2085,51662,
491,1921,2045,25871,
492,1339,1450,42078,
493,2497,2607,28837,
494,2504,2619,57681,
495,2054,2178,51712,
496,2053,2241,77398,
497,1385,1495,63601,
498,1940,2089,25723,
499,2474,2583,86465,
