round,index,qtime_ms,wall_ms,numFound,error
9,35,3755,3776,86542,
9,36,2972,2993,51596,
9,37,3612,3632,86802,
9,38,3587,3614,86614,
9,39,2829,2853,25636,
9,40,2756,2775,52091,
9,41,2778,2801,77748,
9,42,2705,2736,25802,
9,43,3518,3579,28652,
9,44,3159,3188,25912,
9,45,1922,1947,41833,
9,46,2823,2844,51802,
9,47,3644,3666,57595,
9,48,2860,2879,77359,
9,49,3546,3600,57566,
9,50,3548,3570,57425,
9,51,3552,3571,28961,
9,52,3529,3550,86931,
9,53,2816,2836,77319,
9,54,2020,2063,21162,
9,55,3708,3800,29091,
9,56,3663,3728,86579,
9,57,3548,3581,57535,
9,58,2816,2847,25738,
9,59,1929,1948,62963,
9,60,3621,3675,86199,
9,61,2791,2808,25965,
9,62,2001,2124,21043,
9,63,3843,3864,28916,
9,64,2078,2150,41829,
9,65,3967,4038,57231,
9,66,3915,3936,57846,
9,67,3119,3137,77757,
9,68,3868,3894,86613,
9,69,3056,3077,25987,
9,70,2207,2291,21178,
9,71,3990,4012,57352,
9,72,3891,3911,28619,
9,73,3957,4011,86430,
9,74,3178,3198,77307,
9,75,2829,2885,25772,
9,76,2844,2870,51816,
9,77,3637,3661,57952,
9,78,2920,2969,77811,
9,79,2023,2044,63260,
9,80,2006,2031,21013,
9,81,2824,2846,77429,
9,82,2872,2969,25750,
9,83,3738,3763,86492,
9,84,2925,2944,25822,
9,85,2922,2994,52002,
9,86,3654,3673,86538,
9,87,3646,3704,57819,
9,88,3597,3618,29042,
9,89,2839,2866,25937,
9,90,3570,3597,28648,
9,91,2903,2923,25963,
9,92,3665,3684,57342,
9,93,2981,2997,51467,
9,94,2821,2843,77734,
9,95,2100,2121,63438,
9,96,2845,2869,77960,
9,97,2008,2030,42036,
9,98,1996,2014,77517,
9,99,2103,2126,25701,
10,0,2535,2561,21233,
10,1,3951,3979,25784,
10,2,2413,2441,42392,
10,3,4517,4589,28644,
10,4,4995,5112,28736,
10,5,4908,5000,28967,
10,6,2898,2928,63401,
10,7,3476,3788,25842,
10,8,2615,2634,62900,
10,9,2619,2652,20902,
10,10,3482,3579,25802,
10,11,3882,3903,28828,
10,12,2994,3056,25838,
10,13,1948,1968,62974,
10,14,1990,2047,63216,
10,15,3589,3614,86569,
10,16,2027,2048,42098,
10,17,3702,3731,28764,
10,18,3812,3878,86484,
10,19,3742,3877,57723,
10,20,2889,2918,52092,
10,21,2008,2030,63088,
10,22,3921,4004,28738,
10,23,3790,3814,86080,
10,24,2211,2248,41948,
10,25,3851,3874,57621,
10,26,2039,2106,62951,
10,27,2946,2981,51724,
10,28,2063,2122,21192,
10,29,2066,2093,42110,
10,30,3579,3682,57647,
10,31,3633,3677,28720,
10,32,2863,2891,51763,
10,33,3492,3510,28712,
10,34,2206,2227,42462,
10,35,1984,2003,41944,
10,36,2016,2049,63349,
10,37,2872,2920,77616,
10,38,2861,2881,25893,
10,39,2853,2880,77463,
10,40,2029,2053,20898,
10,41,2830,2855,25992,
10,42,3621,3649,86418,
10,43,2933,2977,25822,
10,44,2874,2898,77856,
10,45,1947,2059,21034,
10,46,3528,3574,57553,
10,47,2735,2862,25988,
10,48,1977,2037,63112,
10,49,3439,3459,86625,
10,50,2843,2869,51411,
10,51,1954,2017,63019,
10,52,2858,2884,51989,
10,53,2769,2789,25603,
10,54,2826,2880,26139,
10,55,3523,3545,86248,
10,56,2887,2946,77604,
10,57,2761,2779,25996,
10,58,1980,2007,21130,
10,59,1914,1937,42068,
10,60,1942,2047,20799,
10,61,2956,2977,51801,
10,62,2922,2954,77466,
10,63,2194,2214,63125,
10,64,2108,2134,63561,
10,65,3676,3698,28723,
10,66,2739,2803,25781,
10,67,2814,2840,77252,
10,68,2828,2847,25992,
10,69,1958,1983,20861,
10,70,2725,2752,51575,
10,71,2805,2822,77529,
10,72,3529,3603,86583,
10,73,1981,2023,20841,
10,74,3476,3498,57711,
10,75,3699,3721,57924,
10,76,2717,2753,52073,
10,77,3520,3544,86395,
10,78,2702,2721,77489,
10,79,2729,2765,25849,
10,80,2785,2807,77462,
10,81,2876,2908,25818,
10,82,3471,3492,86358,
10,83,1970,1996,63385,
10,84,2795,2816,51419,
10,85,3464,3486,86653,
10,86,1911,1993,21304,
10,87,1963,2006,42267,
10,88,2640,2658,51838,
10,89,3427,3450,57785,
10,90,3508,3527,28834,
10,91,1913,1947,63336,
10,92,3514,3531,57924,
