index,qtime_ms,wall_ms,numFound,error
162,943,1054,51593,
163,968,1077,28626,
164,1376,1522,28928,
165,404,514,41765,
166,677,798,41998,
167,1195,1305,86366,
168,540,677,63010,
169,1215,1325,86262,
170,1321,1434,28933,
171,1251,1362,86491,
172,944,1086,51532,
173,739,852,51732,
174,620,772,62940,
175,400,541,42310,
176,326,433,63155,
177,478,651,63101,
178,507,615,20911,
179,1037,1166,25898,
180,1089,1208,85891,
181,1048,1166,77263,
182,850,970,77546,
183,1070,1191,57756,
184,1344,1474,86443,
185,651,766,63096,
186,1235,1365,86477,
187,1173,1296,28779,
188,1269,1381,28801,
189,1013,1192,26076,
190,443,566,42113,
191,1308,1425,86372,
192,809,1005,77563,
193,752,868,25967,
194,527,649,41976,
195,916,1031,77996,
196,786,914,51862,
197,1126,1253,28685,
198,492,612,42052,
199,1287,1396,86307,
200,539,648,41991,
201,661,784,42357,
202,1134,1250,28556,
203,452,560,21010,
204,1259,1367,57658,
205,516,627,20964,
206,446,555,21105,
207,486,619,42500,
208,1212,1333,29021,
209,532,653,21325,
210,806,931,51620,
211,460,589,21081,
212,1249,1363,86544,
213,1400,1561,57857,
214,1347,1458,57401,
215,563,676,63339,
216,1257,1374,57919,
217,887,1000,51980,
218,873,987,77876,
219,1401,1509,86811,
220,457,568,42118,
221,1167,1290,28924,
222,888,1001,51963,
223,961,1114,78117,
224,1516,1632,57720,
225,1033,1147,28696,
226,556,673,63427,
227,613,721,63842,
228,929,1047,51773,
229,821,929,51766,
230,1361,1472,57690,
231,1137,1246,86525,
232,1052,1163,51556,
233,1128,1238,57344,
234,574,686,21198,
235,819,929,77745,
236,905,1017,25780,
237,612,730,21032,
238,744,860,51547,
239,592,705,42251,
240,1168,1277,57645,
241,948,1058,52242,
242,781,932,51827,
243,493,607,62773,
244,642,760,42544,
245,510,651,21074,
246,419,536,63395,
247,483,621,63143,
248,1108,1279,28732,
249,461,683,20939,
250,569,692,42318,
251,934,1056,25783,
252,476,611,63178,
253,1324,1436,28791,
254,869,980,25827,
255,1248,1358,86610,
256,1132,1251,57794,
257,785,899,77743,
258,1207,1330,57632,
259,1215,1342,57811,
260,487,599,20993,
261,916,1033,77367,
262,1011,1123,26008,
263,1049,1175,25927,
264,1599,1706,58024,
265,423,531,42020,
266,827,955,25961,
267,927,1055,25659,
268,664,785,25936,
269,1057,1169,87399,
270,1013,1130,51959,
271,1322,1442,86156,
272,933,1053,51965,
273,500,611,41795,
274,892,999,77708,
275,1073,1183,25926,
276,998,1122,51687,
277,874,1000,25921,
278,1322,1432,28724,
279,1191,1298,28633,
280,412,537,63458,
281,460,570,63265,
282,484,605,20944,
283,1456,1575,86582,
284,1042,1153,57349,
285,771,880,26039,
286,823,935,25881,
287,530,638,21226,
288,580,696,21136,
289,1546,1704,28693,
290,1096,1207,77572,
291,1074,1199,77968,
292,497,604,63334,
293,1119,1227,77450,
294,747,856,21076,
295,1444,1563,86937,
296,1013,1124,25697,
297,629,739,63140,
298,459,573,42066,
299,866,977,51843,
300,1217,1332,57673,
301,865,1055,77797,
302,905,1048,51654,
303,464,575,42236,
304,811,928,25916,
305,1161,1280,28694,
306,522,632,21110,
307,865,987,78053,
308,883,1002,78209,
309,594,701,42197,
310,763,872,77641,
311,787,895,77630,
312,568,681,63292,
313,764,875,25693,
314,992,1118,26227,
315,396,511,21147,
316,846,957,25965,
317,1072,1191,57203,
318,554,677,20941,
319,954,1072,52001,
320,671,782,42434,
321,1256,1371,86108,
322,1281,1393,57346,
323,572,689,21051,
324,922,1042,51722,
325,597,704,63455,
326,1164,1272,57537,
327,1253,1363,28987,
328,585,693,63489,
329,699,811,51451,
330,1297,1432,29030,
331,647,756,63008,
332,1151,1272,29121,
333,1160,1266,57439,
334,909,1071,78073,
335,984,1097,78068,
336,1083,1199,29017,
337,652,770,21134,
338,572,682,21036,
339,1254,1376,86209,
340,566,679,21207,
341,455,583,42287,
342,1084,1202,28762,
343,1064,1181,77780,
344,1156,1265,86391,
345,1197,1310,85973,
346,971,1084,26062,
347,650,799,63594,
348,879,993,25774,
349,815,924,77920,
350,1078,1184,57159,
351,951,1075,28735,
352,582,690,20933,
353,522,654,20910,
354,586,720,41981,
355,503,630,63425,
356,479,588,63233,
357,1182,1334,57416,
358,449,598,62865,
359,1012,1127,77770,
360,571,682,63385,
361,1341,1463,29097,
362,982,1100,77704,
363,1130,1237,29008,
364,1037,1171,51956,
365,982,1089,51634,
366,758,865,77700,
367,781,889,77738,
368,744,857,25951,
369,499,622,41936,
370,539,670,42362,
371,560,669,63239,
372,1232,1339,28707,
373,899,1023,52170,
374,495,608,63258,
375,797,972,25789,
376,1274,1902,85840,
377,855,963,25787,
378,875,987,25860,
379,506,632,21019,
380,538,649,63351,
381,1125,1311,86213,
382,602,1099,63184,
383,1035,1252,57668,
384,868,1052,78106,
385,989,1225,57791,
386,456,893,62924,
387,875,1062,58151,
388,590,828,42355,
389,1041,1235,57699,
390,443,559,63528,
391,314,446,42128,
392,822,1088,25859,
393,581,739,42119,
394,515,646,42126,
395,820,954,77644,
396,481,642,63336,
397,372,529,42182,
398,1277,1520,57531,
399,526,646,63110,
400,701,810,52044,
401,957,1260,77645,
402,433,565,21095,
403,1253,1421,86304,
404,1012,1275,51560,
405,1061,1275,86530,
406,984,1173,51712,
407,927,1092,28986,
408,773,1015,77779,
409,1124,1251,57630,
410,584,819,62796,
411,973,1085,86638,
412,1019,1134,57699,
413,431,658,42167,
414,1263,1397,57562,
415,560,671,63429,
416,876,990,51579,
417,1341,1452,28628,
418,652,763,63035,
419,479,605,21082,
420,619,776,42162,
421,894,1000,25756,
422,935,1045,77488,
423,532,641,21062,
424,1304,1420,87141,
425,1210,1323,86410,
426,517,630,62991,
427,524,636,42133,
428,906,1016,77436,
429,553,660,62896,
430,468,582,21133,
431,924,1035,77480,
432,1249,1367,29006,
433,1200,1309,86495,
434,877,984,77397,
435,936,1052,77673,
436,576,685,21155,
437,1119,1229,86690,
438,994,1105,25912,
439,487,602,63240,
440,979,1087,51693,
441,443,558,20792,
442,838,948,51469,
443,1087,1257,86596,
444,1353,1473,86629,
445,653,765,21301,
446,997,1112,25945,
447,1199,1306,28851,
448,994,1126,77671,
449,884,997,77878,
450,1144,1256,57470,
451,1246,1353,57852,
452,1401,1514,28584,
453,415,522,41999,
454,996,1110,78005,
455,1215,1355,86453,
456,1251,1370,57486,
457,614,722,63214,
458,368,476,42212,
459,511,620,62782,
460,567,674,21102,
461,1321,1435,57487,
462,1426,1544,28640,
463,1042,1152,57552,
464,512,654,42175,
465,492,616,42146,
466,497,623,21067,
467,577,704,42089,
468,944,1053,51693,
469,321,433,63377,
470,429,538,42289,
471,531,656,42165,
472,819,926,51621,
473,476,588,63296,
474,430,537,42193,
475,952,1058,51879,
476,1127,1247,85813,
477,813,920,51640,
478,505,706,63012,
479,600,716,41999,
480,516,622,62926,
481,1107,1218,28856,
482,1180,1293,86316,
483,443,550,42319,
484,651,769,42098,
485,1208,1321,28985,
486,586,701,41547,
487,702,820,51818,
488,485,611,21091,
489,497,620,21189,
490,884,1005,51662,
491,808,937,25871,
492,585,758,42078,
493,1170,1280,28837,
494,1089,1200,57681,
495,799,917,51712,
496,754,976,77398,
497,585,700,63601,
498,617,724,25723,
499,627,794,86465,
