index,qtime_ms,wall_ms,numFound,error
135,209,320,63100,
136,208,320,62881,
137,209,320,42338,
138,500,692,86738,
139,495,606,86724,
140,205,326,42062,
141,206,324,21035,
142,490,600,57778,
143,463,575,57647,
144,487,598,28704,
145,210,320,63205,
146,205,317,42003,
147,478,628,28611,
148,216,329,42190,
149,349,490,52108,
150,489,599,86480,
151,199,334,21324,
152,207,319,63562,
153,497,692,86440,
154,349,460,51737,
155,488,610,29022,
156,332,442,26109,
157,467,577,57767,
158,204,314,42278,
159,206,335,41846,
160,490,612,28630,
161,207,318,41932,
162,353,463,51593,
163,489,599,28626,
164,492,610,28928,
165,206,317,41765,
166,206,335,41998,
167,479,592,86366,
168,209,371,63010,
169,497,716,86262,
170,494,716,28933,
171,496,607,86491,
172,350,461,51532,
173,348,459,51732,
174,207,318,62940,
175,209,333,42310,
176,211,378,63155,
177,208,319,63101,
178,203,317,20911,
179,348,470,25898,
180,487,598,85891,
181,349,546,77263,
182,355,511,77546,
183,493,604,57756,
184,495,605,86443,
185,207,339,63096,
186,492,615,86477,
187,490,600,28779,
188,488,615,28801,
189,335,463,26076,
190,210,326,42113,
191,499,652,86372,
192,348,459,77563,
193,341,539,25967,
194,213,344,41976,
195,345,493,77996,
196,344,506,51862,
197,455,566,28685,
198,208,318,42052,
199,499,613,86307,
200,207,329,41991,
201,206,328,42357,
202,473,590,28556,
203,205,316,21010,
204,495,607,57658,
205,206,316,20964,
206,187,298,21105,
207,206,319,42500,
208,488,599,29021,
209,205,328,21325,
210,351,470,51620,
211,205,327,21081,
212,496,606,86544,
213,495,640,57857,
214,491,718,57401,
215,208,369,63339,
216,497,607,57919,
217,350,476,51980,
218,347,490,77876,
219,493,603,86811,
220,207,318,42118,
221,470,591,28924,
222,346,456,51963,
223,352,467,78117,
224,486,636,57720,
225,488,715,28696,
226,208,337,63427,
227,209,391,63842,
228,345,455,51773,
229,346,589,51766,
230,491,604,57690,
231,486,641,86525,
232,349,544,51556,
233,483,594,57344,
234,206,324,21198,
235,336,446,77745,
236,340,455,25780,
237,203,333,21032,
238,346,455,51547,
239,209,318,42251,
240,487,597,57645,
241,346,485,52242,
242,344,455,51827,
243,206,316,62773,
244,204,354,42544,
245,203,318,21074,
246,209,397,63395,
247,207,320,63143,
248,468,585,28732,
249,209,338,20939,
250,205,326,42318,
251,347,465,25783,
252,206,316,63178,
253,485,596,28791,
254,350,460,25827,
255,486,667,86610,
256,494,609,57794,
257,346,457,77743,
258,481,692,57632,
259,494,604,57811,
260,203,366,20993,
261,350,461,77367,
262,345,459,26008,
263,357,487,25927,
264,482,595,58024,
265,206,318,42020,
266,348,477,25961,
267,338,450,25659,
268,337,471,25936,
269,490,600,87399,
270,349,464,51959,
271,476,589,86156,
272,347,457,51965,
273,208,319,41795,
274,368,478,77708,
275,350,463,25926,
276,349,477,51687,
277,347,478,25921,
278,489,706,28724,
279,472,615,28633,
280,205,408,63458,
281,208,320,63265,
282,208,324,20944,
283,493,606,86582,
284,472,597,57349,
285,349,461,26039,
286,336,448,25881,
287,204,314,21226,
288,207,327,21136,
289,487,694,28693,
290,338,512,77572,
291,349,613,77968,
292,212,322,63334,
293,355,468,77450,
294,198,312,21076,
295,494,609,86937,
296,346,459,25697,
297,210,325,63140,
298,208,322,42066,
299,349,559,51843,
300,494,604,57673,
301,351,520,77797,
302,341,452,51654,
303,208,332,42236,
304,316,441,25916,
305,447,557,28694,
306,203,314,21110,
307,348,567,78053,
308,360,484,78209,
309,204,433,42197,
310,347,461,77641,
311,349,462,77630,
312,210,345,63292,
313,322,443,25693,
314,345,468,26227,
315,204,318,21147,
316,346,488,25965,
317,494,638,57203,
318,206,358,20941,
319,347,522,52001,
320,206,318,42434,
321,491,601,86108,
322,485,596,57346,
323,205,321,21051,
324,349,465,51722,
325,206,370,63455,
326,488,600,57537,
327,453,566,28987,
328,206,316,63489,
329,345,482,51451,
330,469,588,29030,
331,205,318,63008,
332,486,704,29121,
333,487,603,57439,
334,348,519,78073,
335,352,501,78068,
336,480,591,29017,
337,202,317,21134,
338,202,315,21036,
339,489,600,86209,
340,203,332,21207,
341,204,331,42287,
342,465,595,28762,
343,346,509,77780,
344,495,606,86391,
345,484,621,85973,
346,345,455,26062,
347,207,370,63594,
348,339,505,25774,
349,349,460,77920,
350,468,577,57159,
351,469,578,28735,
352,205,322,20933,
353,203,316,20910,
354,205,320,41981,
355,210,341,63425,
356,210,320,63233,
357,493,603,57416,
358,208,458,62865,
359,341,516,77770,
360,208,406,63385,
361,460,571,29097,
362,348,467,77704,
363,456,575,29008,
364,344,536,51956,
365,345,454,51634,
366,348,459,77700,
367,348,519,77738,
368,351,461,25951,
369,206,320,41936,
370,205,336,42362,
371,207,379,63239,
372,482,592,28707,
373,343,460,52170,
374,206,394,63258,
375,314,424,25789,
376,490,600,85840,
377,342,451,25787,
378,338,469,25860,
379,201,311,21019,
380,205,326,63351,
381,475,615,86213,
382,208,408,63184,
383,482,614,57668,
384,347,458,78106,
385,487,649,57791,
386,201,439,62924,
387,488,618,58151,
388,200,405,42355,
389,488,601,57699,
390,205,314,63528,
391,203,319,42128,
392,346,474,25859,
393,202,330,42119,
394,205,334,42126,
395,344,458,77644,
396,204,314,63336,
397,201,310,42182,
398,477,587,57531,
399,204,321,63110,
400,343,520,52044,
401,353,463,77645,
402,204,330,21095,
403,486,597,86304,
404,340,451,51560,
405,491,630,86530,
406,348,459,51712,
407,485,596,28986,
408,344,455,77779,
409,481,638,57630,
410,207,414,62796,
411,482,647,86638,
412,483,593,57699,
413,204,315,42167,
414,482,593,57562,
415,207,320,63429,
416,339,449,51579,
417,480,607,28628,
418,204,313,63035,
419,188,297,21082,
420,203,340,42162,
421,341,462,25756,
422,342,481,77488,
423,200,311,21062,
424,484,601,87141,
425,489,729,86410,
426,207,404,62991,
427,206,320,42133,
428,345,499,77436,
429,203,317,62896,
430,203,320,21133,
431,348,462,77480,
432,484,593,29006,
433,489,599,86495,
434,344,503,77397,
435,349,458,77673,
436,199,318,21155,
437,486,625,86690,
438,340,451,25912,
439,206,316,63240,
440,341,490,51693,
441,191,315,20792,
442,342,451,51469,
443,487,597,86596,
444,485,595,86629,
445,205,317,21301,
446,348,458,25945,
447,482,612,28851,
448,345,459,77671,
449,344,456,77878,
450,480,596,57470,
451,482,603,57852,
452,482,591,28584,
453,204,313,41999,
454,354,464,78005,
455,502,624,86453,
456,485,594,57486,
457,207,318,63214,
458,203,316,42212,
459,204,315,62782,
460,201,310,21102,
461,480,591,57487,
462,488,602,28640,
463,449,563,57552,
464,205,315,42175,
465,206,316,42146,
466,206,334,21067,
467,213,339,42089,
468,343,457,51693,
469,205,316,63377,
470,205,322,42289,
471,202,321,42165,
472,347,456,51621,
473,207,319,63296,
474,204,324,42193,
475,342,451,51879,
476,488,599,85813,
477,354,463,51640,
478,201,310,63012,
479,203,313,41999,
480,205,363,62926,
481,446,563,28856,
482,492,603,86316,
483,202,322,42319,
484,205,334,42098,
485,478,591,28985,
486,198,310,41547,
487,339,448,51818,
488,199,313,21091,
489,197,320,21189,
490,345,624,51662,
491,344,577,25871,
492,204,325,42078,
493,442,584,28837,
494,484,597,57681,
495,345,454,51712,
496,345,457,77398,
497,204,315,63601,
498,322,434,25723,
499,488,602,86465,
