index,qtime_ms,wall_ms,numFound,error
177,5543,5652,63101,
178,5323,5441,20911,
179,7298,7421,25898,
180,9562,9678,85891,
181,6997,7113,77263,
182,7328,7444,77546,
183,8956,9076,57756,
184,8737,8854,86443,
185,5470,5580,63096,
186,8973,9081,86477,
187,9071,9185,28779,
188,9040,9155,28801,
189,7176,7323,26076,
190,5679,5793,42113,
191,9008,9125,86372,
192,7615,7729,77563,
193,7664,7782,25967,
194,5332,5439,41976,
195,7368,7476,77996,
196,8360,8472,51862,
197,9774,9974,28685,
198,5636,5746,42052,
199,9147,9291,86307,
200,4961,5081,41991,
201,4725,4835,42357,
202,8743,8944,28556,
203,5031,5178,21010,
204,8888,9009,57658,
205,5262,5487,20964,
206,5192,5398,21105,
207,5232,5342,42500,
208,8685,8795,29021,
209,5251,5367,21325,
210,7688,7799,51620,
211,5310,5423,21081,
212,9541,9658,86544,
213,8895,9004,57857,
214,9302,9446,57401,
215,5527,5637,63339,
216,9293,9467,57919,
217,7506,7617,51980,
218,7126,7243,77876,
219,8967,9078,86811,
220,5587,5706,42118,
221,8898,9007,28924,
222,7212,7323,51963,
223,7021,7136,78117,
224,9227,9340,57720,
225,8904,9019,28696,
226,4934,5045,63427,
227,5198,5312,63842,
228,7511,7654,51773,
229,7216,7327,51766,
230,9313,9445,57690,
231,8721,8830,86525,
232,7353,7467,51556,
233,8760,8904,57344,
234,5291,5412,21198,
235,6947,7056,77745,
236,7045,7598,25780,
237,4850,4974,21032,
238,6721,6881,51547,
239,3473,3834,42251,
240,8582,8689,57645,
241,7491,7601,52242,
242,7072,7186,51827,
243,4889,6145,62773,
244,5396,6441,42544,
245,4966,5278,21074,
246,5417,5527,63395,
247,4868,4977,63143,
248,9348,9462,28732,
249,5253,5365,20939,
250,5274,5385,42318,
251,7937,8050,25783,
252,5286,5399,63178,
253,8396,8511,28791,
254,8044,8154,25827,
255,7446,7576,86610,
256,9753,9893,57794,
257,6750,6883,77743,
258,9551,9659,57632,
259,8654,8767,57811,
260,5436,5547,20993,
261,6895,7008,77367,
262,6881,6991,26008,
263,7728,7837,25927,
264,8980,9087,58024,
265,5137,5249,42020,
266,7871,7989,25961,
267,7359,7487,25659,
268,7460,7570,25936,
269,9308,9420,87399,
270,7430,7540,51959,
271,8959,9071,86156,
272,7124,7361,51965,
273,5243,5354,41795,
274,7483,7590,77708,
275,7256,7367,25926,
276,7105,7216,51687,
277,7520,7643,25921,
278,8866,8974,28724,
279,9456,9563,28633,
280,5368,5476,63458,
281,5298,5410,63265,
282,5476,5722,20944,
283,8729,8840,86582,
284,8567,8703,57349,
285,6953,7078,26039,
286,7176,7288,25881,
287,5502,5612,21226,
288,5249,5360,21136,
289,9173,9282,28693,
290,7774,7885,77572,
291,7228,7343,77968,
292,5395,5505,63334,
293,6712,6927,77450,
294,5609,5721,21076,
295,8318,8426,86937,
296,6915,7115,25697,
297,4505,4619,63140,
298,3974,4096,42066,
299,7823,7994,51843,
300,9210,9446,57673,
301,7773,7897,77797,
302,7325,7435,51654,
303,5666,5794,42236,
304,6904,7126,25916,
305,9188,9336,28694,
306,5266,5409,21110,
307,7410,7517,78053,
308,6914,7022,78209,
309,5559,5672,42197,
310,7124,7239,77641,
311,7541,7650,77630,
312,5590,5706,63292,
313,7157,7372,25693,
314,7405,7526,26227,
315,5233,5356,21147,
316,6951,7168,25965,
317,8830,8988,57203,
318,5734,5841,20941,
319,7239,7355,52001,
320,5341,5508,42434,
321,9097,9215,86108,
322,9356,9469,57346,
323,4935,5142,21051,
324,7286,7402,51722,
325,5592,5706,63455,
326,8970,9083,57537,
327,8771,8878,28987,
328,5231,5368,63489,
329,7712,7821,51451,
330,9337,9451,29030,
331,5342,5452,63008,
332,8946,9059,29121,
333,8605,8718,57439,
334,7573,7694,78073,
335,7194,7311,78068,
336,9550,9661,29017,
337,5149,5258,21134,
338,5081,5204,21036,
339,9247,9468,86209,
340,5558,5717,21207,
341,5752,5884,42287,
342,8885,9002,28762,
343,8056,8168,77780,
344,8852,8993,86391,
345,9295,9409,85973,
346,7174,7282,26062,
347,5466,5575,63594,
348,7369,7477,25774,
349,7609,7717,77920,
350,8667,8774,57159,
351,8832,8961,28735,
352,5611,5720,20933,
353,4980,5096,20910,
354,5073,5188,41981,
355,5061,5495,63425,
356,5141,5257,63233,
357,9019,9128,57416,
358,5385,5497,62865,
359,7434,7547,77770,
360,5417,5621,63385,
361,8787,8909,29097,
362,6913,7024,77704,
363,8766,8880,29008,
364,6901,7019,51956,
365,7030,7142,51634,
366,6804,6912,77700,
367,7519,7629,77738,
368,6731,6840,25951,
369,5543,5656,41936,
370,5575,5684,42362,
371,5175,5283,63239,
372,8798,8905,28707,
373,7514,7624,52170,
374,5291,5400,63258,
375,7300,7414,25789,
376,8992,9111,85840,
377,7302,7426,25787,
378,7146,7258,25860,
379,5210,5323,21019,
380,5251,5381,63351,
381,8810,8929,86213,
382,5078,5193,63184,
383,9293,9400,57668,
384,6586,6695,78106,
385,8504,8616,57791,
386,5434,5549,62924,
387,8935,9048,58151,
388,5796,5932,42355,
389,8737,8848,57699,
390,5064,5175,63528,
391,4951,5242,42128,
392,7495,7605,25859,
393,5320,5431,42119,
394,5319,5429,42126,
395,6855,6978,77644,
396,5373,5490,63336,
397,5607,5749,42182,
398,9326,9434,57531,
399,5335,5443,63110,
400,7646,7755,52044,
401,7790,7940,77645,
402,4986,5098,21095,
403,7964,8073,86304,
404,7039,7174,51560,
405,8753,8860,86530,
406,7550,7672,51712,
407,8997,9118,28986,
408,7238,7474,77779,
409,8716,8915,57630,
410,5415,5526,62796,
411,8900,9011,86638,
412,8926,9033,57699,
413,5384,5496,42167,
414,9142,9263,57562,
415,5456,5568,63429,
416,7386,7496,51579,
417,8650,8762,28628,
418,5288,5399,63035,
419,5458,5569,21082,
420,4942,5056,42162,
421,7216,7329,25756,
422,7107,7215,77488,
423,5490,5610,21062,
424,8923,9037,87141,
425,8778,8884,86410,
426,5164,5275,62991,
427,5312,5444,42133,
428,7391,7501,77436,
429,5119,5245,62896,
430,5499,5622,21133,
431,6773,6882,77480,
432,8631,8740,29006,
433,8750,8913,86495,
434,7512,7621,77397,
435,7217,7327,77673,
436,5477,5589,21155,
437,8887,9004,86690,
438,7217,7330,25912,
439,5161,5328,63240,
440,6493,6599,51693,
441,5287,5396,20792,
442,7020,7131,51469,
443,9030,9257,86596,
444,9133,9241,86629,
445,5809,5915,21301,
446,7353,7484,25945,
447,8709,8823,28851,
448,7666,7814,77671,
449,7527,7636,77878,
450,9155,9261,57470,
451,9183,9294,57852,
452,9190,9305,28584,
453,5701,5813,41999,
454,7293,7411,78005,
455,8986,9097,86453,
456,9128,9298,57486,
457,5242,5354,63214,
458,5165,5292,42212,
459,5586,5695,62782,
460,5638,5746,21102,
461,9304,9423,57487,
462,8790,8901,28640,
463,8484,8605,57552,
464,5455,5569,42175,
465,5133,5255,42146,
466,5420,5528,21067,
467,5445,5558,42089,
468,7550,7666,51693,
469,5349,5571,63377,
470,5399,5555,42289,
471,5211,5376,42165,
472,6925,7032,51621,
473,5193,5529,63296,
474,5271,5483,42193,
475,7294,7407,51879,
476,8541,8785,85813,
477,7862,7975,51640,
478,4883,4994,63012,
479,5399,5508,41999,
480,4819,4929,62926,
481,9520,9634,28856,
482,8923,9030,86316,
483,5576,5701,42319,
484,5017,5125,42098,
485,8931,9100,28985,
486,5219,5331,41547,
487,8177,8314,51818,
488,5662,5802,21091,
489,5220,5350,21189,
490,6485,6594,51662,
491,6594,6707,25871,
492,5794,5925,42078,
493,8801,8943,28837,
494,7685,7806,57681,
495,5622,5737,51712,
496,6474,6586,77398,
497,5290,5477,63601,
498,4932,5073,25723,
499,4718,4841,86465,
