index,qtime_ms,wall_ms,numFound,error
370,199,325,42362,
371,200,311,63239,
372,471,582,28707,
373,335,445,52170,
374,204,314,63258,
375,307,422,25789,
376,483,601,85840,
377,341,450,25787,
378,342,465,25860,
379,210,330,21019,
380,197,327,63351,
381,465,657,86213,
382,201,396,63184,
383,462,571,57668,
384,327,510,78106,
385,470,614,57791,
386,199,328,62924,
387,479,635,58151,
388,204,410,42355,
389,474,593,57699,
390,201,310,63528,
391,195,320,42128,
392,335,467,25859,
393,204,335,42119,
394,195,321,42126,
395,334,517,77644,
396,196,306,63336,
397,193,328,42182,
398,466,575,57531,
399,196,309,63110,
400,330,493,52044,
401,331,448,77645,
402,194,305,21095,
403,473,640,86304,
404,324,434,51560,
405,475,610,86530,
406,329,440,51712,
407,463,573,28986,
408,330,440,77779,
409,465,575,57630,
410,196,320,62796,
411,464,574,86638,
412,467,578,57699,
413,198,308,42167,
414,470,587,57562,
415,196,305,63429,
416,333,446,51579,
417,472,583,28628,
418,199,314,63035,
419,177,287,21082,
420,196,317,42162,
421,383,530,25756,
422,384,494,77488,
423,193,305,21062,
424,470,578,87141,
425,479,590,86410,
426,201,313,62991,
427,202,411,42133,
428,336,445,77436,
429,199,309,62896,
430,194,308,21133,
431,338,447,77480,
432,468,578,29006,
433,468,578,86495,
434,328,438,77397,
435,329,440,77673,
436,196,306,21155,
437,474,586,86690,
438,326,437,25912,
439,199,308,63240,
440,329,438,51693,
441,187,296,20792,
442,331,441,51469,
443,463,663,86596,
444,476,587,86629,
445,199,308,21301,
446,329,480,25945,
447,468,613,28851,
448,331,439,77671,
449,331,440,77878,
450,465,585,57470,
451,467,589,57852,
452,467,580,28584,
453,192,304,41999,
454,340,519,78005,
455,481,612,86453,
456,474,584,57486,
457,203,316,63214,
458,199,309,42212,
459,198,308,62782,
460,192,301,21102,
461,464,572,57487,
462,478,587,28640,
463,432,572,57552,
464,194,358,42175,
465,197,306,42146,
466,194,329,21067,
467,203,333,42089,
468,334,490,51693,
469,196,307,63377,
470,200,311,42289,
471,203,323,42165,
472,328,439,51621,
473,198,306,63296,
474,196,374,42193,
475,328,438,51879,
476,465,622,85813,
477,329,549,51640,
478,198,312,63012,
479,205,314,41999,
480,198,307,62926,
481,428,537,28856,
482,475,595,86316,
483,197,308,42319,
484,194,323,42098,
485,468,587,28985,
486,195,307,41547,
487,333,443,51818,
488,191,300,21091,
489,198,326,21189,
490,333,444,51662,
491,334,444,25871,
492,199,328,42078,
493,440,567,28837,
494,483,593,57681,
495,337,456,51712,
496,340,449,77398,
497,211,321,63601,
498,322,432,25723,
499,477,587,86465,
