index,qtime_ms,wall_ms,numFound,error
150,2699,2808,86480,
151,1494,1618,21324,
152,1470,1619,63562,
153,2621,2736,86440,
154,2158,2382,51737,
155,2613,2724,29022,
156,2152,2283,26109,
157,2623,2772,57767,
158,1415,1532,42278,
159,1469,1578,41846,
160,2806,2917,28630,
161,1530,1641,41932,
162,2148,2261,51593,
163,2677,2874,28626,
164,2647,2759,28928,
165,1488,1597,41765,
166,1412,1536,41998,
167,2640,2751,86366,
168,1435,1588,63010,
169,2593,2703,86262,
170,2628,2738,28933,
171,2655,2854,86491,
172,2089,2199,51532,
173,2168,2448,51732,
174,1430,1539,62940,
175,1447,1574,42310,
176,1505,1614,63155,
177,1474,1584,63101,
178,1475,1609,20911,
179,2050,2160,25898,
180,2657,2766,85891,
181,2162,2272,77263,
182,2104,2214,77546,
183,2692,2807,57756,
184,2660,2770,86443,
185,1419,1622,63096,
186,2574,2685,86477,
187,2721,2832,28779,
188,2655,2765,28801,
189,2040,2150,26076,
190,1417,1528,42113,
191,2557,2668,86372,
192,1966,2076,77563,
193,1899,2024,25967,
194,1403,1519,41976,
195,1963,2073,77996,
196,2016,2126,51862,
197,2492,2601,28685,
198,1327,1452,42052,
199,2463,2572,86307,
200,1342,1452,41991,
201,1375,1490,42357,
202,2625,2866,28556,
203,1358,1470,21010,
204,2522,2632,57658,
205,1365,1486,20964,
206,1389,1555,21105,
207,1332,1442,42500,
208,2512,2627,29021,
209,1385,1499,21325,
210,1933,2042,51620,
211,1413,1522,21081,
212,2545,2654,86544,
213,2478,2591,57857,
214,2441,2552,57401,
215,1334,1497,63339,
216,2590,2700,57919,
217,2034,2143,51980,
218,2000,2117,77876,
219,2568,2678,86811,
220,1350,1466,42118,
221,2464,2577,28924,
222,1941,2088,51963,
223,1974,2146,78117,
224,2596,2705,57720,
225,2677,2787,28696,
226,1366,1476,63427,
227,1419,1568,63842,
228,2057,2166,51773,
229,1985,2200,51766,
230,2549,2666,57690,
231,2496,2734,86525,
232,2010,2119,51556,
233,2565,2674,57344,
234,1411,1537,21198,
235,1990,2194,77745,
236,2017,2251,25780,
237,1431,1541,21032,
238,2009,2122,51547,
239,1374,1503,42251,
240,2487,2596,57645,
241,1966,2076,52242,
242,1848,1960,51827,
243,1321,1432,62773,
244,1313,1425,42544,
245,1464,1573,21074,
246,1323,1435,63395,
247,1387,1499,63143,
248,2523,2640,28732,
249,1341,1460,20939,
250,1356,1478,42318,
251,1973,2091,25783,
252,1327,1438,63178,
253,2556,2665,28791,
254,1924,2043,25827,
255,2725,2836,86610,
256,2472,2582,57794,
257,1928,2039,77743,
258,2388,2498,57632,
259,2589,2703,57811,
260,1340,1469,20993,
261,1870,2139,77367,
262,1900,2009,26008,
263,1953,2071,25927,
264,2503,2611,58024,
265,1361,1497,42020,
266,1919,2030,25961,
267,1988,2098,25659,
268,2047,2160,25936,
269,2433,2543,87399,
270,1950,2069,51959,
271,2432,2545,86156,
272,1920,2030,51965,
273,1318,1428,41795,
274,2142,2253,77708,
275,2023,2235,25926,
276,2050,2161,51687,
277,2001,2114,25921,
278,2464,2581,28724,
279,2505,2613,28633,
280,1318,1429,63458,
281,1401,1510,63265,
282,1441,1561,20944,
283,2517,2627,86582,
284,2416,2529,57349,
285,1949,2073,26039,
286,1912,2049,25881,
287,1308,1417,21226,
288,1394,1527,21136,
289,2564,2674,28693,
290,2007,2263,77572,
291,1997,2105,77968,
292,1413,1522,63334,
293,1994,2106,77450,
294,1400,1518,21076,
295,2558,2668,86937,
296,2039,2148,25697,
297,1355,1464,63140,
298,1377,1495,42066,
299,1969,2081,51843,
300,2439,2550,57673,
301,1900,2019,77797,
302,1934,2077,51654,
303,1418,1534,42236,
304,2088,2224,25916,
305,2559,2666,28694,
306,1394,1518,21110,
307,2014,2122,78053,
308,1941,2049,78209,
309,1342,1450,42197,
310,1874,2056,77641,
311,1994,2201,77630,
312,1374,1483,63292,
313,1895,2082,25693,
314,1903,2011,26227,
315,1400,1529,21147,
316,1929,2037,25965,
317,2425,2534,57203,
318,1352,1523,20941,
319,2001,2109,52001,
320,1338,1451,42434,
321,2492,2737,86108,
322,2482,2592,57346,
323,1395,1570,21051,
324,1982,2094,51722,
325,1350,1460,63455,
326,2552,2662,57537,
327,2491,2602,28987,
328,1369,1478,63489,
329,2035,2145,51451,
330,2504,2613,29030,
331,1369,1551,63008,
332,2564,2673,29121,
333,2600,2721,57439,
334,2023,2137,78073,
335,2049,2157,78068,
336,2508,2642,29017,
337,1362,1471,21134,
338,1361,1468,21036,
339,2469,2579,86209,
340,1462,1589,21207,
341,1342,1451,42287,
342,2461,2575,28762,
343,1913,2023,77780,
344,2419,2529,86391,
345,2510,2738,85973,
346,1899,2007,26062,
347,1421,1531,63594,
348,2020,2193,25774,
349,1966,2074,77920,
350,2564,2796,57159,
351,2504,2613,28735,
352,1380,1489,20933,
353,1334,1469,20910,
354,1462,1574,41981,
355,1400,1508,63425,
356,1371,1522,63233,
357,2563,2703,57416,
358,1392,1500,62865,
359,1961,2070,77770,
360,1338,1507,63385,
361,2491,2600,29097,
362,2062,2171,77704,
363,2589,2699,29008,
364,1952,2060,51956,
365,1889,1998,51634,
366,1876,2087,77700,
367,1867,1976,77738,
368,1869,1990,25951,
369,1358,1474,41936,
370,1342,1451,42362,
371,1342,1453,63239,
372,2467,2578,28707,
373,1878,2076,52170,
374,1304,1413,63258,
375,1886,1997,25789,
376,2389,2505,85840,
377,2000,2133,25787,
378,2145,2255,25860,
379,1310,1440,21019,
380,1307,1417,63351,
381,2499,2719,86213,
382,1342,1453,63184,
383,2522,2631,57668,
384,1939,2059,78106,
385,2513,2622,57791,
386,1381,1560,62924,
387,2513,2661,58151,
388,1377,1486,42355,
389,2552,2660,57699,
390,1400,1509,63528,
391,1329,1451,42128,
392,2094,2250,25859,
393,1381,1493,42119,
394,1399,1520,42126,
395,2053,2165,77644,
396,1335,1445,63336,
397,1322,1526,42182,
398,2430,2538,57531,
399,1306,1419,63110,
400,1953,2063,52044,
401,1908,2016,77645,
402,1355,1464,21095,
403,2460,2569,86304,
404,1850,1964,51560,
405,2463,2574,86530,
406,1848,1958,51712,
407,2537,2648,28986,
408,1983,2092,77779,
409,2499,2611,57630,
410,1376,1493,62796,
411,2575,2813,86638,
412,2562,2677,57699,
413,1356,1470,42167,
414,2574,2719,57562,
415,1386,1503,63429,
416,1928,2061,51579,
417,2531,2639,28628,
418,1368,1544,63035,
419,1373,1484,21082,
420,1390,1586,42162,
421,1974,2106,25756,
422,2085,2194,77488,
423,1424,1533,21062,
424,2534,2643,87141,
425,2360,2470,86410,
426,1292,1402,62991,
427,1286,1402,42133,
428,1922,2115,77436,
429,1362,1473,62896,
430,1391,1531,21133,
431,1891,2115,77480,
432,2467,2576,29006,
433,2426,2541,86495,
434,1863,1973,77397,
435,1879,1995,77673,
436,1331,1449,21155,
437,2469,2579,86690,
438,1899,2010,25912,
439,1309,1420,63240,
440,1925,2088,51693,
441,1374,1610,20792,
442,1962,2073,51469,
443,2526,2637,86596,
444,2637,2745,86629,
445,1337,1478,21301,
446,1958,2150,25945,
447,2524,2661,28851,
448,1917,2026,77671,
449,1959,2067,77878,
450,2538,2647,57470,
451,2643,2752,57852,
452,2585,2700,28584,
453,1407,1515,41999,
454,1978,2159,78005,
455,2529,2663,86453,
456,2532,2640,57486,
457,1355,1464,63214,
458,1412,1534,42212,
459,1321,1528,62782,
460,1302,1413,21102,
461,2388,2497,57487,
462,2385,2495,28640,
463,2450,2559,57552,
464,1400,1530,42175,
465,1337,1493,42146,
466,1418,1540,21067,
467,1453,1562,42089,
468,1957,2065,51693,
469,1414,1524,63377,
470,1454,1563,42289,
471,1435,1675,42165,
472,2004,2138,51621,
473,1398,1511,63296,
474,1375,1485,42193,
475,2077,2224,51879,
476,2572,2681,85813,
477,2020,3065,51640,
478,1360,1482,63012,
479,1381,1492,41999,
480,1423,1540,62926,
481,2402,2511,28856,
482,2564,2673,86316,
483,1394,1503,42319,
484,1364,1529,42098,
485,2440,2549,28985,
486,1306,1414,41547,
487,1867,1980,51818,
488,1346,1464,21091,
489,1273,1381,21189,
490,1929,2039,51662,
491,1935,2054,25871,
492,1377,1792,42078,
493,2374,2488,28837,
494,2409,2522,57681,
495,1908,2060,51712,
496,1898,2007,77398,
497,1430,1558,63601,
498,1952,2069,25723,
499,2470,2580,86465,
