round,index,qtime_ms,wall_ms,numFound,error
11,21,578,597,41858,
11,22,778,796,51742,
11,23,655,778,77639,
11,24,584,600,77694,
11,25,761,779,86535,
11,26,613,631,21387,
11,27,486,564,62611,
11,28,761,782,25818,
11,29,506,549,63012,
11,30,585,605,42392,
11,31,557,574,63622,
11,32,756,773,86508,
11,33,608,625,21041,
11,34,587,604,77617,
11,35,631,650,63126,
11,36,785,877,57678,
11,37,819,841,57604,
11,38,649,665,25684,
11,39,799,906,57372,
11,40,632,650,25716,
11,41,552,572,21263,
11,42,849,915,86329,
11,43,737,819,86711,
11,44,664,682,57307,
11,45,590,608,25882,
11,46,406,425,42097,
11,47,550,567,25720,
11,48,549,572,77637,
11,49,560,577,51810,
11,50,433,449,42043,
11,51,532,549,51908,
11,52,675,692,28742,
11,53,660,677,86513,
11,54,456,474,42447,
11,55,666,688,57742,
11,56,539,586,51689,
11,57,461,480,62680,
11,58,459,478,42028,
11,59,425,511,21152,
11,60,681,698,57841,
11,61,557,578,51459,
11,62,689,707,28776,
11,63,500,517,78267,
11,64,526,545,51776,
11,65,667,687,57396,
11,66,679,697,57652,
11,67,426,443,21066,
11,68,634,759,86566,
11,69,441,525,42242,
11,70,486,505,51601,
11,71,571,588,28927,
11,72,555,614,51461,
11,73,703,720,57663,
11,74,667,685,57426,
11,75,581,599,51970,
11,76,673,690,28702,
11,77,563,584,51799,
11,78,465,483,21108,
11,79,479,511,21011,
11,80,545,571,77794,
11,81,677,694,86006,
11,82,458,475,41592,
11,83,452,471,41946,
11,84,652,683,86460,
11,85,573,682,51898,
11,86,671,687,57963,
11,87,685,725,28922,
11,88,464,481,63474,
11,89,728,816,86043,
11,90,566,585,25825,
11,91,615,634,57496,
11,92,547,567,51466,
11,93,529,546,52062,
11,94,453,470,42240,
11,95,459,479,21039,
11,96,445,486,21039,
11,97,419,437,63350,
11,98,526,551,57537,
11,99,576,593,86005,
12,0,604,621,51869,
12,1,667,686,25863,
12,2,657,674,28870,
12,3,451,505,20884,
12,4,662,678,29107,
12,5,437,496,20882,
12,6,478,503,21104,
12,7,501,522,25803,
12,8,507,610,41651,
12,9,581,600,51764,
12,10,583,599,25820,
12,11,488,519,51817,
12,12,493,517,20929,
12,13,590,621,25874,
12,14,626,646,77452,
12,15,601,620,25723,
12,16,513,611,78097,
12,17,434,507,63415,
12,18,495,522,25941,
12,19,578,595,85933,
12,20,545,581,26151,
12,21,695,715,28883,
12,22,666,683,86738,
12,23,567,584,77590,
12,24,738,850,51517,
12,25,642,716,21067,
12,26,711,728,86512,
12,27,671,688,26009,
12,28,732,751,28993,
12,29,577,596,51653,
12,30,731,750,57867,
